,Unnamed: 0,issue_num,type,state,Original Text,Processed Text,Full Length,len,aa,begauth,has_code,first_turn,last_turn,created_at,clen,tlen,cloc,tloc,tpos1,tpos2,ppau,npau,Code
3057,3057,5306,comment,open,"But in latest wit-bindgen, the async keyword is removed, and I am not sure which one should we use at this moment.","But in latest wit-bindgen, the async keyword is removed, and I am not sure which one should we use at this moment.",114,114,3,1,0,0,0,1669093052.0,0.3538461538461538,0.3538461538461538,0.5833333333333334,0.7333333333333333,0.6059133102045108,0.3940866897954893,0.2485568284632931,0.81206274769666,Solution Discussion
3058,3058,5306,comment,open,"Writing the function bindings one by one might be too much fun for me : D. I wonder if you happen to know any doc to get me started, it will be awesome!","Writing the function bindings one by one might be too much fun for me : D. I wonder if you happen to know any doc to get me started, it will be awesome!",152,152,3,1,0,0,0,1669093052.0,0.4923076923076923,0.4923076923076923,0.6666666666666666,0.7666666666666667,0.6059133102045108,0.3940866897954893,0.2485568284632931,0.81206274769666,Solution Discussion
3059,3059,5306,comment,open,"And yes, CODE should work!","And yes, CODE should work!",26,26,3,1,1,0,0,1669093052.0,0.0769230769230769,0.0769230769230769,0.75,0.8,0.6059133102045108,0.3940866897954893,0.2485568284632931,0.81206274769666,Solution Discussion
3060,3060,5306,comment,open,Let me check a bit deeper and see how to make it work.,Let me check a bit deeper and see how to make it work.,54,54,3,1,0,0,0,1669093052.0,0.2,0.2,0.8333333333333334,0.8333333333333334,0.6059133102045108,0.3940866897954893,0.2485568284632931,0.81206274769666,Social Conversation
3061,3061,5306,comment,open,I am getting pulled into some urgent weird issues today and will be on business trip next week.,I am getting pulled into some urgent weird issues today and will be on business trip next week.,95,95,3,1,0,0,0,1669093052.0,0.2769230769230769,0.2769230769230769,0.9166666666666666,0.8666666666666667,0.6059133102045108,0.3940866897954893,0.2485568284632931,0.81206274769666,Solution Discussion
3062,3062,5306,comment,open,"And in the worst case, I will come back after next week and continue coding.","And in the worst case, I will come back after next week and continue coding.",76,76,3,1,0,0,0,1669093052.0,0.2307692307692307,0.2307692307692307,1.0,0.9,0.6059133102045108,0.3940866897954893,0.2485568284632931,0.81206274769666,Potential New Issues and Requests
3063,3063,5306,comment,open,"Using an older version should be fine for this issue, it has the same support for async sleeping and such.","Using an older version should be fine for this issue, it has the same support for async sleeping and such.",106,106,2,0,0,0,1,1669156777.0,1.0,0.3076923076923077,0.3333333333333333,0.9333333333333332,1.0,0.0,0.81206274769666,0.0,Solution Discussion
3064,3064,5306,comment,open,"You don't need both CODE and CODE, though, if you're interested.","You don't need both CODE and CODE, though, if you're interested.",64,64,2,0,1,0,1,1669156777.0,0.55,0.1692307692307692,0.6666666666666666,0.9666666666666668,1.0,0.0,0.81206274769666,0.0,Solution Discussion
3065,3065,5306,comment,open,The CODE support in CODE was unrelated to the CODE option which is what you want.,The CODE support in CODE was unrelated to the CODE option which is what you want.,81,81,2,0,1,0,1,1669156777.0,0.8,0.2461538461538461,1.0,1.0,1.0,0.0,0.81206274769666,0.0,Solution Discussion
3066,3066,1549,title,open,"Cranelift aarch64 backend: use constant pool to defer constant emission to the end, unless out of range","Cranelift aarch64 backend: use constant pool to defer constant emission to the end, unless out of range",103,103,2,1,0,1,0,1587175996.0,0.320754716981132,0.2098765432098765,0.1428571428571428,0.0175438596491228,0.0,1.0,0.0,4.46418118776789e-05,Observed Bug Behaviour
3067,3067,1549,body,open,"Currently, to avoid issues with (i) the PC-relative addressing range of CODE, and (ii) the fact that the constant pool needs to be relocatable, the aarch64 backend emits constants inline with code and branches around them.","Currently, to avoid issues with (i) the PC-relative addressing range of CODE, and (ii) the fact that the constant pool needs to be relocatable, the aarch64 backend emits constants inline with code and branches around them.",222,222,2,1,1,1,0,1587175996.0,0.6981132075471698,0.4567901234567901,0.2857142857142857,0.0350877192982456,0.0,1.0,0.0,4.46418118776789e-05,Solution Discussion
3068,3068,1549,body,open,This is obviously suboptimal for code-density and branchiness reasons.,This is obviously suboptimal for code-density and branchiness reasons.,70,70,2,1,0,1,0,1587175996.0,0.1886792452830188,0.1234567901234567,0.4285714285714285,0.0526315789473684,0.0,1.0,0.0,4.46418118776789e-05,Solution Discussion
3069,3069,1549,body,open,"To handle the first issue, we should use the CODE to collect constants, as the old backend does, and then modify our emission logic to defer constant emission to the end *unless* we're about to go out of range of pending constant references, in which case we emit a ""constant island"".","To handle the first issue, we should use the CODE to collect constants, as the old backend does, and then modify our emission logic to defer constant emission to the end *unless* we're about to go out of range of pending constant references, in which case we emit a ""constant island"".",284,284,2,1,1,1,0,1587175996.0,0.9622641509433962,0.6296296296296297,0.5714285714285714,0.0701754385964912,0.0,1.0,0.0,4.46418118776789e-05,Motivation
3070,3070,1549,body,open,"To handle the second issue, we need to emit constant-pool relocations.","To handle the second issue, we need to emit constant-pool relocations.",70,70,2,1,0,1,0,1587175996.0,0.2264150943396226,0.1481481481481481,0.7142857142857143,0.087719298245614,0.0,1.0,0.0,4.46418118776789e-05,Solution Discussion
3071,3071,1549,body,open,"It's still unclear how we can handle the intersection of these two, i.e., when constant references become out-of-range because the client relocates the constant pool further away.","It's still unclear how we can handle the intersection of these two, i.e., when constant references become out-of-range because the client relocates the constant pool further away.",179,179,2,1,0,1,0,1587175996.0,0.5471698113207547,0.3580246913580246,0.8571428571428571,0.1052631578947368,0.0,1.0,0.0,4.46418118776789e-05,Solution Discussion
3072,3072,1549,body,open,"One known use case of the relocatable constant pool is for SpiderMonkey to insert its own epilogue into Wasm functions; there, at least, we can bound how much further away the constant pool will be, so perhaps we can just have a slightly-conservative limit for when we must emit a constant island.","One known use case of the relocatable constant pool is for SpiderMonkey to insert its own epilogue into Wasm functions; there, at least, we can bound how much further away the constant pool will be, so perhaps we can just have a slightly-conservative limit for when we must emit a constant island.",297,297,2,1,0,1,0,1587175996.0,1.0,0.654320987654321,1.0,0.1228070175438596,0.0,1.0,0.0,4.46418118776789e-05,Solution Discussion
3073,3073,1549,comment,open,"For reference, there are other things to think about with constant pools; see #1385.","For reference, there are other things to think about with constant pools; see #1385.",84,84,0,0,0,0,0,1587176772.0,1.0,0.1728395061728395,1.0,0.1403508771929824,3.0643773556413686e-05,0.9999693562264436,4.46418118776789e-05,1.0,Solution Discussion
3074,3074,1549,comment,open,There is a set of constants that might be particularly problematic - those generated for CODE.,There is a set of constants that might be particularly problematic - those generated for CODE.,94,94,1,0,1,0,0,1604559579.0,0.3333333333333333,0.1851851851851851,0.125,0.1578947368421052,0.6864672436225805,0.3135327563774194,1.0,0.0005550311868503,Bug Reproduction
3075,3075,1549,comment,open,The complication is that we need to emit relocations that modify the value in the constant pool itself.,The complication is that we need to emit relocations that modify the value in the constant pool itself.,103,103,1,0,0,0,0,1604559579.0,0.4,0.2222222222222222,0.25,0.175438596491228,0.6864672436225805,0.3135327563774194,1.0,0.0005550311868503,Task Progress
3076,3076,1549,comment,open,"@cfallin, has a scheme similar to a Global Offset Table (GOT) been considered?","@cfallin, has a scheme similar to a Global Offset Table (GOT) been considered?",78,78,1,0,0,0,0,1604559579.0,0.2888888888888888,0.1604938271604938,0.375,0.1929824561403508,0.6864672436225805,0.3135327563774194,1.0,0.0005550311868503,Bug Reproduction
3077,3077,1549,comment,open,"There is also another problem that is quite similar - lack of deferred emission of instructions, in particular traps.","There is also another problem that is quite similar - lack of deferred emission of instructions, in particular traps.",117,117,1,0,0,0,0,1604559579.0,0.4,0.2222222222222222,0.5,0.2105263157894736,0.6864672436225805,0.3135327563774194,1.0,0.0005550311868503,Task Progress
3078,3078,1549,comment,open,"Consider integer division; currently the AArch64 backend generates:
CODE
The natural expectation is that most of the time the CODE instructions are not executed, so this sequence has the same deficiencies as inline constants, i.e. lower code density and more complicated control flow.","Consider integer division; currently the AArch64 backend generates:
CODE
The natural expectation is that most of the time the CODE instructions are not executed, so this sequence has the same deficiencies as inline constants, i.e. lower code density and more complicated control flow.",286,286,1,0,1,0,0,1604559579.0,1.0,0.5555555555555556,0.625,0.2280701754385964,0.6864672436225805,0.3135327563774194,1.0,0.0005550311868503,Task Progress
3079,3079,1549,comment,open,"Furthermore, it contains forward conditional branches, which may very well be predicted as not taken - exactly the opposite of the common case.","Furthermore, it contains forward conditional branches, which may very well be predicted as not taken - exactly the opposite of the common case.",143,143,1,0,0,0,0,1604559579.0,0.4888888888888889,0.2716049382716049,0.75,0.2456140350877192,0.6864672436225805,0.3135327563774194,1.0,0.0005550311868503,Motivation
3080,3080,1549,comment,open,I think that both issues (the one in the previous paragraph and constant pools) could be solved simultaneously.,I think that both issues (the one in the previous paragraph and constant pools) could be solved simultaneously.,111,111,1,0,0,0,0,1604559579.0,0.4,0.2222222222222222,0.875,0.2631578947368421,0.6864672436225805,0.3135327563774194,1.0,0.0005550311868503,Task Progress
3081,3081,1549,comment,open,"BTW the limited range of literal loads could be extended by emitting a combination of CODE + CODE instead of just a literal load, which gives a range of approximately 8 GB (4 GB in either direction).","BTW the limited range of literal loads could be extended by emitting a combination of CODE + CODE instead of just a literal load, which gives a range of approximately 8 GB (4 GB in either direction).",199,199,1,0,1,0,0,1604559579.0,0.8,0.4444444444444444,1.0,0.2807017543859649,0.6864672436225805,0.3135327563774194,1.0,0.0005550311868503,Solution Discussion
3082,3082,1549,comment,open,There is a set of constants that might be particularly problematic - those generated for Inst::LoadExtName.,There is a set of constants that might be particularly problematic - those generated for Inst::LoadExtName.,107,107,2,1,0,0,0,1604569227.0,0.1851851851851851,0.1851851851851851,0.1111111111111111,0.2982456140350877,0.6868482373432923,0.3131517626567077,0.0005550311868503,0.4511011944158385,Solution Discussion
3083,3083,1549,comment,open,The complication is that we need to emit relocations that modify the value in the constant pool itself.,The complication is that we need to emit relocations that modify the value in the constant pool itself.,103,103,2,1,0,0,0,1604569227.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3157894736842105,0.6868482373432923,0.3131517626567077,0.0005550311868503,0.4511011944158385,Solution Discussion
3084,3084,1549,comment,open,"@cfallin, has a scheme similar to a Global Offset Table (GOT) been considered?

@akirilov-arm no, we haven't considered anything like a GOT, though at some point we do need to fill out support for relocation types like this.","@cfallin, has a scheme similar to a Global Offset Table (GOT) been considered?

@akirilov-arm no, we haven't considered anything like a GOT, though at some point we do need to fill out support for relocation types like this.",226,226,2,1,0,0,0,1604569227.0,0.4938271604938271,0.4938271604938271,0.3333333333333333,0.3333333333333333,0.6868482373432923,0.3131517626567077,0.0005550311868503,0.4511011944158385,Solution Discussion
3085,3085,1549,comment,open,"Certainly the early/bringup work for the aarch64 backend was the JIT use-case, where GOTs are not really used (or at least, e.g. SpiderMonkey has a table of wasm functions and IIRC globals but it generates custom code for accesses); so we've gotten away with the relatively simple set of relocation types so far.","Certainly the early/bringup work for the aarch64 backend was the JIT use-case, where GOTs are not really used (or at least, e.g. SpiderMonkey has a table of wasm functions and IIRC globals but it generates custom code for accesses); so we've gotten away with the relatively simple set of relocation types so far.",312,312,2,1,0,0,0,1604569227.0,0.691358024691358,0.691358024691358,0.4444444444444444,0.3508771929824561,0.6868482373432923,0.3131517626567077,0.0005550311868503,0.4511011944158385,Social Conversation
3086,3086,1549,comment,open,"Longer-term, I think we ought to just emit the proper relocations for e.g. GOT references; we'll have to wire through the relocation-type support to the relevant backends, including CODE (if not already there) and wasmtime's relocation handling; and we'll have to have a notion of ""memory model"" which is sort of a superset of our current CODE, indicating when a symbol is external and the compilation mode calls for a GOT.

> deferred emission of instructions, in particular traps.","Longer-term, I think we ought to just emit the proper relocations for e.g. GOT references; we'll have to wire through the relocation-type support to the relevant backends, including CODE (if not already there) and wasmtime's relocation handling; and we'll have to have a notion of ""memory model"" which is sort of a superset of our current CODE, indicating when a symbol is external and the compilation mode calls for a GOT.

> deferred emission of instructions, in particular traps.",484,484,2,1,1,0,0,1604569227.0,1.0,1.0,0.5555555555555556,0.3684210526315789,0.6868482373432923,0.3131517626567077,0.0005550311868503,0.4511011944158385,Bug Reproduction
3087,3087,1549,comment,open,"This is an interesting one: my first instinct is that it might be simpler to handle this case directly during lowering, by keeping a list of deferred trap-paths (combination of CODE and CODE) and emitting and binding to labels a sequence of trap instructions at the tail of the function.","This is an interesting one: my first instinct is that it might be simpler to handle this case directly during lowering, by keeping a list of deferred trap-paths (combination of CODE and CODE) and emitting and binding to labels a sequence of trap instructions at the tail of the function.",287,287,2,1,1,0,0,1604569227.0,0.6296296296296297,0.6296296296296297,0.6666666666666666,0.3859649122807017,0.6868482373432923,0.3131517626567077,0.0005550311868503,0.4511011944158385,Solution Discussion
3088,3088,1549,comment,open,There are some complications there for SpiderMonkey (it expects a fallthrough return and stitches its own epilogue on after Cranelift returns) but otherwise I think it would work.,There are some complications there for SpiderMonkey (it expects a fallthrough return and stitches its own epilogue on after Cranelift returns) but otherwise I think it would work.,179,179,2,1,0,0,0,1604569227.0,0.345679012345679,0.345679012345679,0.7777777777777778,0.4035087719298245,0.6868482373432923,0.3131517626567077,0.0005550311868503,0.4511011944158385,Solution Discussion
3089,3089,1549,comment,open,"If we need a more general mechanism, we could defer emission via a mechanism on the CODE, but I'm hesitant to add that complexity unless we really do need it.","If we need a more general mechanism, we could defer emission via a mechanism on the CODE, but I'm hesitant to add that complexity unless we really do need it.",158,158,2,1,1,0,0,1604569227.0,0.3703703703703703,0.3703703703703703,0.8888888888888888,0.4210526315789473,0.6868482373432923,0.3131517626567077,0.0005550311868503,0.4511011944158385,Solution Discussion
3090,3090,1549,comment,open,"Open to other ideas here, of course :-)","Open to other ideas here, of course :-)",39,39,2,1,0,0,0,1604569227.0,0.0987654320987654,0.0987654320987654,1.0,0.4385964912280701,0.6868482373432923,0.3131517626567077,0.0005550311868503,0.4511011944158385,Social Conversation
3091,3091,1549,comment,open,"This is done, right?","This is done, right?",20,20,1,0,0,0,0,1612410632.0,1.0,0.0493827160493827,1.0,0.4561403508771929,0.996500607425934,0.0034993925740659,0.4511011944158385,2.6750570261753468e-05,Social Conversation
3092,3092,1549,comment,open,"We actually currently synthesize up to 64-bit values inline with CODE/CODE/CODE instructions, and use this for f32/f64 as well (integer constant then move to float reg).","We actually currently synthesize up to 64-bit values inline with CODE/CODE/CODE instructions, and use this for f32/f64 as well (integer constant then move to float reg).",169,169,2,1,1,0,0,1612411097.0,1.0,0.3703703703703703,0.25,0.4736842105263157,0.9965189699964284,0.0034810300035714,2.6750570261753468e-05,0.0007437809094929,Bug Reproduction
3093,3093,1549,comment,open,128-bit constants are included inline and then branched around.,128-bit constants are included inline and then branched around.,63,63,2,1,0,0,0,1612411097.0,0.3333333333333333,0.1234567901234567,0.5,0.4912280701754385,0.9965189699964284,0.0034810300035714,2.6750570261753468e-05,0.0007437809094929,Bug Reproduction
3094,3094,1549,comment,open,@abrown added the constant-pool functionality but we haven't made use of this in the aarch64 backend yet.,@abrown added the constant-pool functionality but we haven't made use of this in the aarch64 backend yet.,105,105,2,1,0,0,0,1612411097.0,0.6,0.2222222222222222,0.75,0.5087719298245614,0.9965189699964284,0.0034810300035714,2.6750570261753468e-05,0.0007437809094929,Investigation and Exploration
3095,3095,1549,comment,open,"It is still worthwhile, I think, at least to evaluate; let's leave it open to track.","It is still worthwhile, I think, at least to evaluate; let's leave it open to track.",84,84,2,1,0,0,0,1612411097.0,0.5333333333333333,0.1975308641975308,1.0,0.5263157894736842,0.9965189699964284,0.0034810300035714,2.6750570261753468e-05,0.0007437809094929,Solution Discussion
3096,3096,1549,comment,open,Some 64-bit floating-point constants are also [loaded](https://github.com/bytecodealliance/wasmtime/blob/main/cranelift/codegen/src/isa/aarch64/inst/mod.rs#L1370) from an inline literal (these cases may be reduced further - refer to the comments).,Some 64-bit floating-point constants are also [loaded](https://github.com/bytecodealliance/wasmtime/blob/main/cranelift/codegen/src/isa/aarch64/inst/mod.rs#L1370) from an inline literal (these cases may be reduced further - refer to the comments).,247,247,1,0,0,0,0,1612424026.0,1.0,0.419753086419753,0.5,0.543859649122807,0.9970295284349736,0.0029704715650264,0.0007437809094929,3.244585296264292e-05,Investigation and Exploration
3097,3097,1549,comment,open,"Note that based on my microbenchmark [data](https://github.com/bytecodealliance/wasmtime/issues/2296#issuecomment-768218260) in #2296, it definitely makes sense to consider using constant pools.","Note that based on my microbenchmark [data](https://github.com/bytecodealliance/wasmtime/issues/2296#issuecomment-768218260) in #2296, it definitely makes sense to consider using constant pools.",194,194,1,0,0,0,0,1612424026.0,0.6176470588235294,0.2592592592592592,1.0,0.5614035087719298,0.9970295284349736,0.0029704715650264,0.0007437809094929,3.244585296264292e-05,Solution Discussion
3098,3098,1549,comment,open,"@akirilov-arm: yes, sorry, that update somehow slipped off my radar -- thanks very much for the detailed evaluation!","@akirilov-arm: yes, sorry, that update somehow slipped off my radar -- thanks very much for the detailed evaluation!",116,116,2,1,0,0,0,1612424590.0,0.6333333333333333,0.2345679012345679,0.5,0.5789473684210527,0.9970518004559604,0.0029481995440396,3.244585296264292e-05,3.727821404218548e-05,Investigation and Exploration
3099,3099,1549,comment,open,"I agree that based on that update, we should probably at least replace the inline-constant cases with constant pool usages; the branch-around seems to have a significant impact.","I agree that based on that update, we should probably at least replace the inline-constant cases with constant pool usages; the branch-around seems to have a significant impact.",177,177,2,1,0,0,0,1612424590.0,1.0,0.3703703703703703,1.0,0.5964912280701754,0.9970518004559604,0.0029481995440396,3.244585296264292e-05,3.727821404218548e-05,Bug Reproduction
3100,3100,1549,comment,open,@cfallin,@cfallin,8,8,1,0,0,0,0,1612425238.0,0.0416666666666666,0.0123456790123456,0.2,0.6140350877192983,0.997077389586456,0.002922610413544,3.727821404218548e-05,8.192002591986439e-05,Social Conversation
3101,3101,1549,comment,open,"This is a side question, but do we have a mechanism to share a constant between several users instead of rematerializing it each time?","This is a side question, but do we have a mechanism to share a constant between several users instead of rematerializing it each time?",134,134,1,0,0,0,0,1612425238.0,1.0,0.2962962962962963,0.4,0.631578947368421,0.997077389586456,0.002922610413544,3.727821404218548e-05,8.192002591986439e-05,Investigation and Exploration
3102,3102,1549,comment,open,"This is particularly relevant to the bitmask extraction operations, in which case the constants are always the same.","This is particularly relevant to the bitmask extraction operations, in which case the constants are always the same.",116,116,1,0,0,0,0,1612425238.0,0.75,0.2222222222222222,0.6,0.6491228070175439,0.997077389586456,0.002922610413544,3.727821404218548e-05,8.192002591986439e-05,Investigation and Exploration
3103,3103,1549,comment,open,"Of course, the increased register pressure is a trade-off to consider.","Of course, the increased register pressure is a trade-off to consider.",70,70,1,0,0,0,0,1612425238.0,0.5,0.1481481481481481,0.8,0.6666666666666666,0.997077389586456,0.002922610413544,3.727821404218548e-05,8.192002591986439e-05,Investigation and Exploration
3104,3104,1549,comment,open,"Also, some of the proposals to the Wasm SIMD specification (see WebAssembly/simd#395 for example) are made with such a capability in mind.","Also, some of the proposals to the Wasm SIMD specification (see WebAssembly/simd#395 for example) are made with such a capability in mind.",138,138,1,0,0,0,0,1612425238.0,0.9583333333333334,0.2839506172839506,1.0,0.6842105263157895,0.997077389586456,0.002922610413544,3.727821404218548e-05,8.192002591986439e-05,Potential New Issues and Requests
3105,3105,1549,comment,open,@akirilov-arm we can share within a single function at least: @abrown's work in #2328 added deduplication of CODEs and the plumbing to use the CODE's constant-island support to emit them.,@akirilov-arm we can share within a single function at least: @abrown's work in #2328 added deduplication of CODEs and the plumbing to use the CODE's constant-island support to emit them.,187,187,2,1,1,0,0,1612426662.0,1.0,0.3950617283950617,0.2,0.7017543859649122,0.997133622490508,0.002866377509492,8.192002591986439e-05,0.0034678518837607,Bug Reproduction
3106,3106,1549,comment,open,"(We also dedup statically, i.e. at the codegen crate level: the ""well-known constant"" option takes a CODE to avoid carrying duplicates of constant data by value in the VCode.)","(We also dedup statically, i.e. at the codegen crate level: the ""well-known constant"" option takes a CODE to avoid carrying duplicates of constant data by value in the VCode.)",175,175,2,1,1,0,0,1612426662.0,0.9375,0.3703703703703703,0.4,0.7192982456140351,0.997133622490508,0.002866377509492,8.192002591986439e-05,0.0034678518837607,Bug Reproduction
3107,3107,1549,comment,open,"We can't dedup *across* function bodies; that might be nice to have, but it would require a bit more plumbing due to our separate function compilation (which enables other things like parallelization).","We can't dedup *across* function bodies; that might be nice to have, but it would require a bit more plumbing due to our separate function compilation (which enables other things like parallelization).",201,201,2,1,0,0,0,1612426662.0,1.0,0.3950617283950617,0.6,0.7368421052631579,0.997133622490508,0.002866377509492,8.192002591986439e-05,0.0034678518837607,Bug Reproduction
3108,3108,1549,comment,open,"In principle we could have an ""rodata object"" that we aggregate from all CODEs after-the-fact, I suppose.","In principle we could have an ""rodata object"" that we aggregate from all CODEs after-the-fact, I suppose.",105,105,2,1,1,0,0,1612426662.0,0.59375,0.2345679012345679,0.8,0.7543859649122807,0.997133622490508,0.002866377509492,8.192002591986439e-05,0.0034678518837607,Investigation and Exploration
3109,3109,1549,comment,open,Do you think we need that level of deduplication?,Do you think we need that level of deduplication?,49,49,2,1,0,0,0,1612426662.0,0.28125,0.1111111111111111,1.0,0.7719298245614035,0.997133622490508,0.002866377509492,8.192002591986439e-05,0.0034678518837607,Action on Issue
3110,3110,1549,comment,open,I think https://github.com/bytecodealliance/wasmtime/pull/2468 may be somewhat applicable to this thread; I wanted an ergonomic way to add constants during lowering (CODE) and that PR is a few steps down that path.,I think https://github.com/bytecodealliance/wasmtime/pull/2468 may be somewhat applicable to this thread; I wanted an ergonomic way to add constants during lowering (CODE) and that PR is a few steps down that path.,214,214,0,0,1,0,0,1612486943.0,1.0,0.382716049382716,0.3333333333333333,0.7894736842105263,0.9995140829463768,0.0004859170536232,0.0034678518837607,0.0001581447691388,Investigation and Exploration
3111,3111,1549,comment,open,"I abandoned it since it is not strictly necessary (more of a ""nice to have"") but I can finish it if we figure out some of this stuff out.","I abandoned it since it is not strictly necessary (more of a ""nice to have"") but I can finish it if we figure out some of this stuff out.",137,137,0,0,0,0,0,1612486943.0,0.935483870967742,0.3580246913580246,0.6666666666666666,0.8070175438596491,0.9995140829463768,0.0004859170536232,0.0034678518837607,0.0001581447691388,Investigation and Exploration
3112,3112,1549,comment,open,"E.g., it would be sort of nice to have a global rodata.","E.g., it would be sort of nice to have a global rodata.",55,55,0,0,0,0,0,1612486943.0,0.3870967741935484,0.1481481481481481,1.0,0.8245614035087719,0.9995140829463768,0.0004859170536232,0.0034678518837607,0.0001581447691388,Solution Discussion
3113,3113,1549,comment,open,"@cfallin 
>","@cfallin 
>",12,12,1,0,0,0,0,1612489692.0,0.0392156862745098,0.0246913580246913,0.2,0.8421052631578947,0.9996226393039884,0.0003773606960117,0.0001581447691388,0.000549738600906,Bug Reproduction
3114,3114,1549,comment,open,Do you think we need that level of deduplication?,Do you think we need that level of deduplication?,49,49,1,0,0,0,0,1612489692.0,0.1764705882352941,0.1111111111111111,0.4,0.8596491228070176,0.9996226393039884,0.0003773606960117,0.0001581447691388,0.000549738600906,Investigation and Exploration
3115,3115,1549,comment,open,"No, I don't think so.","No, I don't think so.",21,21,1,0,0,0,0,1612489692.0,0.0980392156862745,0.0617283950617283,0.6,0.8771929824561403,0.9996226393039884,0.0003773606960117,0.0001581447691388,0.000549738600906,Social Conversation
3116,3116,1549,comment,open,"As for the existing deduplication - if I understand correctly, it avoids keeping several copies of the same data inside the pool, but each use of the data still requires a literal load.","As for the existing deduplication - if I understand correctly, it avoids keeping several copies of the same data inside the pool, but each use of the data still requires a literal load.",185,185,1,0,0,0,0,1612489692.0,0.6274509803921569,0.3950617283950617,0.8,0.8947368421052632,0.9996226393039884,0.0003773606960117,0.0001581447691388,0.000549738600906,Bug Reproduction
3117,3117,1549,comment,open,"I was thinking more in the direction of keeping the constant data live in a register and avoiding memory operations; this approach might be relevant even for more complicated integer constants, say those that need more than 2 instructions to materialize (arbitrary limit - I don't have hard data to justify it).","I was thinking more in the direction of keeping the constant data live in a register and avoiding memory operations; this approach might be relevant even for more complicated integer constants, say those that need more than 2 instructions to materialize (arbitrary limit - I don't have hard data to justify it).",311,311,1,0,0,0,0,1612489692.0,1.0,0.6296296296296297,1.0,0.912280701754386,0.9996226393039884,0.0003773606960117,0.0001581447691388,0.000549738600906,Solution Discussion
3118,3118,1549,comment,open,"Ah, OK.","Ah, OK.",7,7,2,1,0,0,1,1612499248.0,0.05,0.0246913580246913,0.2,0.9298245614035088,1.0,0.0,0.000549738600906,0.0,Social Conversation
3119,3119,1549,comment,open,"In theory, at least for constant duplication at the CLIF level, this may be covered by CSE.","In theory, at least for constant duplication at the CLIF level, this may be covered by CSE.",91,91,2,1,0,0,1,1612499248.0,0.425,0.2098765432098765,0.4,0.9473684210526316,1.0,0.0,0.000549738600906,0.0,Investigation and Exploration
3120,3120,1549,comment,open,"Constants that arise during lowering will not be CSE'd, so either post-lowering opts or constant rematerialization at the regalloc level could help.","Constants that arise during lowering will not be CSE'd, so either post-lowering opts or constant rematerialization at the regalloc level could help.",148,148,2,1,0,0,1,1612499248.0,0.575,0.2839506172839506,0.6,0.9649122807017544,1.0,0.0,0.000549738600906,0.0,Solution Discussion
3121,3121,1549,comment,open,We might get to either or both of these someday.,We might get to either or both of these someday.,48,48,2,1,0,0,1,1612499248.0,0.25,0.1234567901234567,0.8,0.9824561403508772,1.0,0.0,0.000549738600906,0.0,Investigation and Exploration
3122,3122,1549,comment,open,A constant pool with dedup is still better than literal loads from separate constant locations if we're going to do multiple literal loads (perhaps because opts are disabled or we haven't implemented remat yet); so these are complimentary I think.,A constant pool with dedup is still better than literal loads from separate constant locations if we're going to do multiple literal loads (perhaps because opts are disabled or we haven't implemented remat yet); so these are complimentary I think.,247,247,2,1,0,0,1,1612499248.0,1.0,0.4938271604938271,1.0,1.0,1.0,0.0,0.000549738600906,0.0,Solution Discussion
3123,3123,5455,title,closed,"Assertion ""attempted to pop a value from an empty stack"" compiling with dynamic 0-sized memories","Assertion ""attempted to pop a value from an empty stack"" compiling with dynamic 0-sized memories",96,96,2,1,0,1,0,1671228341.0,0.5925925925925926,0.5925925925925926,0.3333333333333333,0.25,0.0,1.0,0.0,1.0,Solution Discussion
3124,3124,5455,body,closed,"This module:

CODE

currently panics on main with:

CODECODEtarget/debug/wasmtime compile testcase0.shrunken.wat --static-memory-maximum-size 0CODERUST_BACKTRACE=1CODECODE

Bisection points to https://github.com/bytecodealliance/wasmtime/pull/5386, so","This module:

CODE

currently panics on main with:

CODECODEtarget/debug/wasmtime compile testcase0.shrunken.wat --static-memory-maximum-size 0CODERUST_BACKTRACE=1CODECODE

Bisection points to https://github.com/bytecodealliance/wasmtime/pull/5386, so",259,259,2,1,1,1,0,1671228341.0,1.0,1.0,0.6666666666666666,0.5,0.0,1.0,0.0,1.0,Solution Discussion
3125,3125,5455,body,closed,cc @fitzgen,cc @fitzgen,11,11,2,1,0,1,0,1671228341.0,0.074074074074074,0.074074074074074,1.0,0.75,0.0,1.0,0.0,1.0,Action on Issue
3126,3126,5455,comment,closed,Looking into this.,Looking into this.,18,18,2,0,0,0,1,1672804240.0,1.0,0.1111111111111111,1.0,1.0,1.0,0.0,1.0,0.0,Social Conversation
3127,3127,318,title,closed,Please add support for ImportSectionEntryType::Table,Please add support for ImportSectionEntryType::Table,52,52,3,1,0,1,0,1567460428.0,0.2083333333333333,0.2083333333333333,0.3333333333333333,0.25,0.0,1.0,0.0,1.0,Solution Discussion
3128,3128,318,body,closed,"HI, Im attempting run my wasm built by emscripten (which runs in Firefox, it only has printf output) and I'm getting
CODE","HI, Im attempting run my wasm built by emscripten (which runs in Firefox, it only has printf output) and I'm getting
CODE",122,122,3,1,1,1,0,1567460428.0,1.0,1.0,0.6666666666666666,0.5,0.0,1.0,0.0,1.0,Solution Discussion
3129,3129,318,body,closed,I guess I just need to wait for this to be implemented?,I guess I just need to wait for this to be implemented?,55,55,3,1,0,1,0,1567460428.0,0.5,0.5,1.0,0.75,0.0,1.0,0.0,1.0,Potential New Issues and Requests
